GR,NPHI,RHOB,SW,VSH,PHI,LFC
,0.4357,2.264986,1.0,0.5528379097409809,0.287219447269299,4.0
,0.4249,2.266496,1.0,0.602699443297963,0.289740802360473,4.0
,0.4135,2.2629240000000004,1.0,0.625775292957782,0.293472073843433,4.0
,0.4157,2.25709250000001,1.0,0.6132866521979351,0.296137570077442,4.0
,0.4094,2.25172799999999,1.0,0.588215206689954,0.29767374204964897,4.0
,0.4216,2.247408,1.0,0.5378578940621099,0.296860427652761,4.0
,0.4093,2.24645999999998,1.0,0.566310167101372,0.299374012323753,4.0
,0.4191,2.25,1.0,0.5302340145284821,0.294763135765783,4.0
,0.4656,2.2506600000000097,1.0,0.562254308569717,0.29655293760824897,4.0
,0.5087,2.2543439999999997,1.0,0.531868837505857,0.29223469828221804,4.0
,0.5067,2.2577429999999903,1.0,0.551221238857734,0.29150208691088597,4.0
,0.4693,2.26506,1.0,0.52571073957304,0.285292746542889,4.0
,0.4624,2.2628709999999903,1.0,0.481463875630927,0.28353910651442,4.0
,0.4298,2.28236799999999,1.0,0.45519779542816796,0.269754477141197,4.0
,0.4147,2.300924,1.0,0.424005690681509,0.25611649628505,4.0
,0.4003,2.2872109999999704,1.0,0.37158924987605496,0.260731831210062,4.0
,0.4091,2.2689269999999904,1.0,0.36129360898800894,0.271280803926985,4.0
,0.4303,2.2738,1.0,0.381056701469525,0.269696121735571,4.0
,0.4128,2.26291999999993,1.0,0.37839855418570295,0.2762182529863,4.0
,0.4563,2.2505365,1.0,0.35778571679783394,0.282399397036498,4.0
,0.4567,2.2515854999999902,0.990387393302699,0.321229668236445,0.27862843873910603,4.0
,0.512,2.2569195,0.979625984251928,0.39890815153821996,0.280286020914153,4.0
,0.4674,2.27200000000001,1.0,0.42398867309326393,0.273883602845217,4.0
,0.46,2.2842300000000098,1.0,0.48635019246892297,0.270839961542989,4.0
,0.4587,2.29235899999999,1.0,0.47364713009719295,0.26496448338113504,4.0
,0.4487,2.28880300000002,1.0,0.476898623957815,0.267371367850665,4.0
,0.4306,2.2998939999999903,1.0,0.43999428209034996,0.2579154324659,4.0
,0.4029,2.30007999999997,1.0,0.417774984372181,0.256179448146314,4.0
,0.3888,2.284714,1.0,0.406665902766039,0.264821490488677,4.0
,0.3804,2.28014100000004,1.0,0.42276113772788004,0.26879426841023396,4.0
,0.3732,2.266502,1.0,0.450650695849183,0.279150152353308,4.0
,0.4114,2.25692,1.0,0.457736819594278,0.28551743359995196,4.0
,0.4232,2.26002050000002,1.0,0.484245684055995,0.285474635771884,4.0
,0.4362,2.2743849999999997,1.0,0.48604727939816705,0.27682961518763,4.0
,0.4283,2.2794220000000003,1.0,0.497117787804289,0.274538689420794,4.0
,0.4259,2.2779360000000097,1.0,0.43696515138279296,0.27116664387605,4.0
,0.4363,2.2779125,1.0,0.41754921770146797,0.26978931047865196,4.0
,0.4544,2.2721280000000097,1.0,0.39616151279552503,0.27181328715470104,4.0
,0.4507,2.2705400000000098,1.0,0.433090813792415,0.27542873426931896,4.0
,0.4551,2.27907999999998,1.0,0.40621550393049605,0.2682559761435,4.0
,0.444,2.29012599999999,1.0,0.42297555933976294,0.262675167531144,4.0
,0.4447,2.30055000000002,1.0,0.421804749268527,0.256185339131267,4.0
,0.461,2.306981,1.0,0.433531002075011,0.253094899161188,4.0
,0.4358,2.307748,1.0,0.40232982128128797,0.250327251578648,4.0
,0.4338,2.307028,1.0,0.393395587452819,0.250110583342622,4.0
,0.3941,2.309653,1.0,0.38273463567045296,0.247702468871019,4.0
,0.3881,2.313846,1.0,0.39803004398479297,0.24625395600460198,4.0
,0.3462,2.3044874999999703,1.0,0.371440629605385,0.25005271949159497,4.0
,0.3481,2.286876,1.0,0.38735661263771504,0.262088206438898,4.0
,0.3584,2.2869705000000002,1.0,0.38988202273322903,0.2622137409264,4.0
,0.4074,2.287803,1.0,0.45167628916739705,0.266172682037633,4.0
,0.4382,2.28722749999999,1.0,0.477360367852188,0.26836724180362803,4.0
,0.45299999999999996,2.2972200000000003,1.0,0.534227475236573,0.266340129273887,4.0
,0.4121,2.299116,1.0,0.4976657541457679,0.26256620958360394,4.0
,0.3889,2.299398,1.0,0.43311690742772296,0.257718676048335,4.0
,0.3708,2.29301749999999,1.0,0.365415268860877,0.256692960678946,4.0
,0.37200000000000005,2.2868400000000197,1.0,0.32628729546277097,0.25763827681170104,4.0
,0.3893,2.2821,1.0,0.39346933033521203,0.26547567135457,4.0
,0.3875,2.2791919999999903,1.0,0.456507015217127,0.271792985698368,4.0
,0.4191,2.27300049999999,1.0,0.529515872304556,0.280729441264791,4.0
,0.41700000000000004,2.29328099999996,1.0,0.506668058327216,0.266769070888084,4.0
,0.4315,2.3117240000000003,1.0,0.490960824377355,0.254388808731309,4.0
,0.4182,2.30983599999999,1.0,0.425494162399979,0.25075137597035,4.0
,0.4142,2.3144575,1.0,0.36027595721097605,0.243061276725907,4.0
,0.4266,2.31089199999997,1.0,0.28681783579388803,0.239741606867943,4.0
,0.43799999999999994,2.28694000000002,1.0,0.305149181851082,0.256015513573617,4.0
,0.4262,2.2652740000000198,1.0,0.379232416009693,0.274825357112913,4.0
,0.3795,2.253474,1.0,0.43038047923797496,0.28571309148709395,4.0
,0.365,2.2599075,1.0,0.432706216298085,0.28192744446493107,4.0
,0.389,2.262384,1.0,0.45478029726323105,0.28196396330403195,4.0
,0.4424,2.27510600000001,1.0,0.471640189190201,0.275369474672649,4.0
,0.4667,2.29985000000007,1.0,0.47119659738995595,0.260207703867928,4.0
,0.4655,2.318,1.0,0.41034170182689506,0.24461201943434802,4.0
,0.4303,2.31574999999999,1.0,0.389528056897739,0.24444831583770202,4.0
,0.395,2.29603200000004,1.0,0.41540159806498705,0.258494617523517,4.0
,0.3667,2.2743740000000097,1.0,0.4548222739809021,0.274623574888344,4.0
,0.396,2.2743724999999904,1.0,0.45190205583811105,0.274416860259511,4.0
,0.4517,2.28420999999999,1.0,0.456954010535022,0.268752216156138,4.0
,0.4894,2.288468,1.0,0.47864803202937,0.267701364193496,4.0
,0.4616,2.2938319999999703,1.0,0.48511358105647495,0.264888470419572,4.0
,0.4279,2.3121185000000097,1.0,0.441883234385512,0.25055650174346106,4.0
,0.4105,2.3157915,1.0,0.412720760663505,0.246147064804346,4.0
,0.3836,2.31503,1.0,0.38041910916328997,0.24421315470803,4.0
,0.3516,2.308072,1.0,0.387240893037651,0.24901163143626,4.0
,0.3195,2.29861050000001,1.0,0.36431026013085405,0.253155634865571,4.0
,0.3368,2.29205199999999,1.0,0.37355081054772793,0.25788637400107606,4.0
,0.4086,2.28985199999999,1.0,0.394820526841842,0.260797667128916,4.0
,0.4147,2.28348,1.0,0.43292971395703206,0.267475057814046,4.0
,0.4125,2.2757549999999998,1.0,0.396029910113099,0.269569593658194,4.0
,0.3677,2.261393,1.0,0.39637139638387603,0.27844093578032797,4.0
,0.3988,2.259867,1.0,0.341805066930174,0.27548454399306704,4.0
,0.4416,2.26490400000002,1.0,0.388877985026791,0.27574333068761697,4.0
,0.45799999999999996,2.26205999999996,0.9631487549146099,0.380521214692759,0.27496256358109306,4.0
,0.4809,2.20384199999999,0.8843622047244101,0.41244847925158895,0.30818244778435,4.0
,0.4398,2.22337400000002,0.8695423506237379,0.347920053639438,0.291220677695114,4.0
,0.3918,2.23589599999998,0.8486850393700859,0.32091200658921004,0.280686821729005,4.0
,0.3329,2.24072000000002,0.8358800000000111,0.288283617394698,0.274836855786647,4.0
,0.324,2.2102109999999904,0.7602874015747759,0.351908976323997,0.293439986334248,4.0
,0.3361,2.18627500000006,0.7159402495075621,0.3588408072690061,0.30556890277929905,4.0
,0.3366,2.1610285,0.6807913385826911,0.339109480952214,0.317082154983961,4.0
,0.3257,2.15848800000001,0.6759225213394662,0.274016071410338,0.314118700606089,4.0
,0.3096,2.161448,0.675193315858442,0.222672873170184,0.309010305017419,4.0
,0.2832,2.16639949999997,0.677755905511717,0.21499340284829002,0.305731624389779,4.0
,0.2919,2.18242250000003,0.7162147078135508,0.25501990490571697,0.301034889487353,4.0
,0.3093,2.203404,0.7448063033486509,0.25927316746101,0.29042099317188,4.0
,0.3204,2.20797599999999,0.751795543905648,0.253228520116491,0.287661451929001,4.0
